contigname	ERR011349_ERR011349
k79_8050	6.34536
k79_22046	3.64977
k79_26446	9.26229
k79_22047	3.13559
k79_8051	4.18644
k79_26447	5.17857
k79_3520	10.1976
k79_22048	2.22222
k79_30846	6.08265
k79_3521	5.21359
k79_8052	12.8375
k79_22049	5.25
k79_8053	3.34375
k79_30847	4.28636
k79_22050	7.37778
k79_8054	3.94595
k79_22051	4.19149
k79_8055	5.60606
k79_30848	3.32647
k79_22052	6.33155
k79_8056	4.51964
k79_22053	2.22751
k79_8057	2.85417
k79_30849	8.14495
k79_22054	3.26201
k79_8058	3.21368
k79_30850	2.70642
k79_22055	3.64179
k79_8059	3.43158
k79_30851	6.43636
k79_22056	3.42623
k79_8060	3.02344
k79_30852	8.82069
k79_30853	3.14685
k79_8061	4.9068
k79_30854	2.70968
k79_30855	5.38323
k79_8062	4.79026
k79_30856	5.68852
k79_22057	28.5491
k79_8063	3.66082
k79_30857	4.37838
k79_22058	4.95513
k79_22059	2.97749
k79_30858	6.8377
k79_22060	2.90756
k79_30859	4.41333
k79_22061	4.90476
k79_8064	9.22757
k79_30860	6.33673
k79_30861	3.83766
k79_30862	2.12088
k79_8065	7.876
k79_30863	4.33478
k79_17385	64.6908
k79_8066	4.90741
k79_17386	5.26012
k79_30864	5.32364
k79_36069	6.0449
k79_12855	11.7922
k79_30865	3.69643
k79_17387	12.9609
k79_12856	2.30275
k79_22062	26.1404
k79_12857	4.54098
k79_36070	5.30794
k79_30866	3.91667
k79_30867	4.98235
k79_17388	7.68445
k79_3522	6.5
k79_22063	8.51592
k79_3523	10.5254
k79_12858	10.8422
k79_22064	6.96198
k79_17389	5.84659
k79_3524	7.76419
k79_12859	8.38461
k79_36071	6.38384
k79_17390	4.32331
k79_26448	49.7197
k79_12860	5.28713
k79_17391	8.42056
k79_3525	10.292
k79_30868	2.87719
k79_12861	5.16129
k79_22065	4.93736
k79_36072	6.19878
k79_12862	6.63043
k79_17392	4.22727
k79_12863	5.94915
k79_3526	4.02521
k79_22066	4.04514
k79_36073	3.55144
k79_30869	7.84559
k79_12864	3.5
k79_17393	4.35038
k79_3527	4.83636
k79_36074	20.8235
k79_30870	4.76562
k79_12865	1.4087
k79_22067	3.73196
k79_30871	3.12222
k79_3528	3.21466
k79_17394	5.3615
k79_12866	5.96875
k79_22068	4.57692
k79_30872	6.05042
k79_17395	4.62931
k79_22069	2.62376
k79_12867	2.74825
k79_3529	4.50222
k79_30873	3.83784
k79_36075	6.2024
k79_22070	6.25949
k79_17396	4.30804
k79_3530	9.21088
k79_12868	4.2515
k79_36076	7.06767
k79_3531	6.82105
k79_12869	3.66667
k79_3532	6.46774
k79_30874	6.78846
k79_36077	7.18254
k79_17397	5.46833
k79_12870	5.44074
k79_3533	4.30909
k79_30875	9.76842
k79_36078	5.57303
k79_12871	3.66102
k79_30876	4.9932
k79_3534	5.21429
k79_17398	4.94587
k79_17399	4.70677
k79_12872	5.83434
k79_36079	8.86627
k79_30877	5.4042
k79_3535	13.0284
k79_12873	2.95873
k79_3536	5.5303
k79_30878	9.44589
k79_12874	4.74721
k79_12875	2.86735
k79_12876	4.47807
k79_12877	8.24118
k79_17400	14.2048
k79_17401	2.62105
k79_12878	4.33616
k79_17402	5.67568
k79_30879	15.8171
k79_22071	27.6204
k79_17403	2.92241
k79_30880	9.29268
k79_12879	6.096
k79_30881	3.1
k79_17404	8.63429
k79_12880	4.76491
k79_22072	4.89613
k79_30882	3.75622
k79_12881	4.06145
k79_30883	11.288
k79_36080	9.22653
k79_12882	7.27551
k79_30884	4.15789
k79_22073	13.4065
k79_26449	50.2988
k79_36081	8.7737
k79_17405	6.58198
k79_12883	4.43672
k79_26450	5.27039
k79_36082	9.47753
k79_17406	5.45133
k79_22074	10.9137
k79_36083	2.46875
k79_12884	5.79153
k79_26451	4.42197
k79_17407	3.6186
k79_36084	15.2336
k79_17408	8.25
k79_26452	8.4403
k79_12885	5.96482
k79_17409	7.91617
k79_12886	10.4621
k79_17410	20.6899
k79_26453	7.66819
k79_12887	4.76812
k79_17411	2.75926
k79_26454	4.02688
k79_17412	3.17526
k79_12888	10.2442
k79_26455	12.6688
k79_17413	3.46032
k79_12889	4.91758
k79_22075	60.3403
k79_8067	3.14141
k79_17414	3.60323
k79_26456	4.61168
k79_12890	10.226
k79_22076	3.7621
k79_26457	9.40316
k79_17415	13.5227
k79_8068	8.42029
k79_22077	6.36473
k79_26458	5.59833
k79_8069	6.90361
k79_17416	9.53961
k79_26459	2.30717
k79_22078	7.10417
k79_17417	7.9802
k79_8070	9.55294
k79_22079	3.19549
k79_8071	5.18548
k79_26460	5.49873
k79_26461	1.73427
k79_22080	5.70968
k79_17418	7.54905
k79_8072	5.06118
k79_22081	2.83333
k79_26462	5.05994
k79_17419	5.81625
k79_12891	12.3374
k79_26463	2.66834
k79_8073	4.40118
k79_3537	44.3277
k79_17420	3.81188
k79_8074	4.91477
k79_12892	5.26861
k79_17421	3.55488
k79_26464	5.76364
k79_8075	10.9
k79_12893	3.47273
k79_17422	3.72
k79_26465	5.26154
k79_17423	10.3977
k79_8076	3.91395
k79_12894	8.70801
k79_12895	8.27411
k79_8077	7.71182
k79_3538	8.07672
k79_26466	9.09486
k79_8078	4.32237
k79_12896	8.83168
k79_17424	9.36124
k79_26467	3.61053
k79_3539	9.60202
k79_12897	4.3526
k79_8079	5.01705
k79_17425	4.2459
k79_3540	12.4
k79_17426	5.34091
k79_26468	5.41104
k79_3541	6.15517
k79_17427	21.0424
k79_26469	5.64552
k79_12898	6.24608
k79_3542	4.92222
k79_17428	6.73786
k79_26470	8.976
k79_12899	3.45333
k79_3543	4.0
k79_17429	3.6015
k79_12900	3.04147
k79_3544	4.04783
k79_17430	5.70504
k79_30885	4.73745
k79_26471	7.03903
k79_12901	8.41447
k79_8080	11.9371
k79_12902	1.93458
k79_26472	7.02381
k79_26473	7.05128
k79_8081	3.09962
k79_30886	4.28721
k79_17431	8.84459
k79_17432	6.03673
k79_3545	7.69703
k79_8082	3.97004
k79_30887	6.29636
k79_26474	6.56906
k79_3546	3.74721
k79_8083	4.49407
k79_17433	5.84419
k79_30888	5.61972
k79_26475	8.288
k79_17434	2.62992
k79_3547	4.76534
k79_8084	7.84783
k79_3548	5.69072
k79_8085	4.26882
k79_12903	6.58402
k79_22082	5.65027
k79_26476	6.46641
k79_8086	5.08547
k79_8087	2.62637
k79_3549	4.28726
k79_12904	3.74576
k79_26477	8.9457
k79_17435	4.0503
k79_36085	4.37353
k79_8088	5.06803
k79_3550	7.65698
k79_12905	4.50806
k79_26478	14.8239
k79_12906	11.1124
k79_3551	7.79085
k79_17436	4.2125
k79_8089	3.01156
k79_12907	5.3913
k79_26479	6.10577
k79_8090	9.54545
k79_3552	5.7395
k79_12908	7.4125
k79_26480	4.18627
k79_8091	4.94118
k79_12909	3.25
k79_8092	3.5
k79_26481	6.48807
k79_30889	9.79368
k79_17437	8.01246
k79_12910	2.04865
k79_8093	7.14545
k79_12911	4.16981
k79_30890	8.53947
k79_26482	6.72757
k79_8094	6.21739
k79_30891	4.5137
k79_17438	5.16
k79_12912	6.7359
k79_8095	8.23333
k79_30892	3.16556
k79_17439	3.42938
k79_12913	10.2868
k79_17440	3.54118
k79_30893	4.50382
k79_17441	3.512
k79_12914	4.97443
k79_30894	7.48276
k79_26483	13.2236
k79_12915	7.47163
k79_17442	9.06933
k79_8096	24.1707
k79_30895	9.72614
k79_26484	5.11233
k79_12916	5.13564
k79_30896	8.93252
k79_26485	3.42553
k79_22083	6.84013
k79_30897	3.59259
k79_8097	6.02923
k79_22084	5.5291
k79_8098	3.16993
k79_12917	6.68839
k79_30898	4.24507
k79_8099	8.55276
k79_26486	4.78352
k79_30899	4.59677
k79_22085	5.55793
k79_8100	5.23673
k79_26487	6.00862
k79_36086	38.4319
k79_30900	2.73016
k79_8101	3.41237
k79_26488	5.37402
k79_30901	3.18116
k79_22086	7.81867
k79_36087	6.25166
k79_8102	2.61943
k79_30902	10.2654
k79_36088	4.00794
k79_26489	3.05924
k79_30903	2.55263
k79_8103	6.1519
k79_22087	11.2895
k79_36089	3.28889
k79_30904	3.46951
k79_26490	9.85366
k79_22088	6.7148
k79_26491	2.46316
k79_36090	4.35099
k79_30905	4.15385
k79_26492	1.36154
k79_36091	4.728
k79_30906	6.11881
k79_22089	5.48955
k79_8104	6.58129
k79_26493	5.26568
k79_36092	4.3278
k79_12918	10.6578
k79_26494	6.05426
k79_36093	4.38571
k79_36094	13.9206
k79_26495	2.94975
k79_12919	4.74766
k79_26496	6.15132
k79_30907	6.79147
k79_26497	22.0583
k79_36095	10.822
k79_30908	3.8018
k79_8105	6.96276
k79_30909	5.78704
k79_26498	4.44444
k79_26499	4.71369
k79_17443	5.56482
k79_3553	8.76971
k79_30910	4.18471
k79_3554	4.10417
k79_17444	5.12069
k79_8106	7.21441
k79_36096	14.1488
k79_30911	2.84532
k79_8107	3.67742
k79_22090	31.1605
k79_26500	5.90446
k79_17445	5.70533
k79_36097	6.5993
k79_30912	4.73659
k79_26501	3.08537
k79_22091	12.2584
k79_3555	11.9565
k79_17446	8.35236
k79_36098	5.12369
k79_22092	9.91867
k79_3556	3.96037
k79_26502	7.57576
k79_17447	3.23889
k79_8108	8.76496
k79_30913	8.03969
k79_12920	8.71643
k79_22093	5.85083
k79_17448	7.90909
k79_26503	3.27928
k79_8109	4.10714
k79_12921	9.57
k79_26504	4.32432
k79_22094	4.88816
k79_30914	6.53125
k79_17449	3.82105
k79_8110	5.22571
k79_36099	8.19101
k79_3557	7.29907
k79_17450	2.15385
k79_22095	7.55474
k79_3558	7.7377
k79_17451	4.67361
k79_22096	3.54348
k79_36100	9.45373
k79_8111	4.70745
k79_30915	6.22954
k79_22097	2.68376
k79_36101	6.11875
k79_3559	7.44575
k79_8112	3.22105
k79_22098	9.6
k79_30916	3.79167
k79_3560	10.2364
k79_17452	5.75283
k79_26505	39.9704
k79_22099	2.25625
k79_30917	4.92513
k79_17453	3.51948
k79_3561	5.39806
k79_22100	11.7426
k79_12922	4.12364
k79_17454	6.39352
k79_3562	3.37327
k79_22101	4.57836
k79_3563	6.2293
k79_12923	8.96868
k79_3564	13.6364
k79_12924	4.0
k79_3565	3.94355
k79_12925	7.36458
k79_22102	9.45611
k79_3566	3.50485
k79_36102	7.11972
k79_22103	6.256
k79_12926	2.86829
k79_12927	5.03333
k79_3567	6.23894
k79_22104	3.93631
k79_3568	3.06481
k79_22105	4.12426
k79_8113	11.2295
k79_12928	7.62848
k79_3569	6.57143
k79_22106	11.3147
k79_3570	8.82012
k79_12929	6.78821
k79_3571	3.32407
k79_22107	5.68271
k79_12930	3.06633
k79_3572	6.30233
k79_8114	6.35811
k79_12931	5.57025
k79_22108	6.02332
k79_8115	4.76259
k79_17455	10.5565
k79_3573	4.64957
k79_8116	5.05587
k79_3574	3.99194
k79_12932	5.80924
k79_30918	3.07547
k79_8117	5.45
k79_30919	15.2358
k79_3575	6.28191
k79_8118	4.28571
k79_3576	3.75449
k79_30920	4.63111
k79_12933	11.3973
k79_12934	2.85
k79_8119	3.97785
k79_30921	4.48638
k79_12935	7.64609
k79_3577	12.0849
k79_30922	7.73896
k79_26506	7.29577
k79_8120	4.77494
k79_3578	2.17073
k79_17456	9.403
k79_26507	9.3719
k79_12936	3.82883
k79_3579	4.76659
k79_30923	5.2803
k79_8121	13.3115
k79_3580	5.27232
k79_30924	6.28141
k79_30925	5.2549
k79_26508	8.16935
k79_30926	10.3769
k79_3581	4.92708
k79_26509	7.39048
k79_26510	2.09804
k79_30927	3.97222
k79_3582	3.2241
k79_17457	6.46796
k79_26511	4.95238
k79_30928	7.29126
k79_26512	12.016
k79_30929	3.53704
k79_26513	5.38065
k79_26514	2.52632
k79_17458	4.44321
k79_26515	10.7887
k79_17459	4.56667
k79_8122	47.041
k79_30930	8.13549
k79_12937	3.61027
k79_17460	5.5
k79_8123	5.7191
k79_30931	4.95364
k79_12938	3.75
k79_17461	3.75
k79_8124	10.1719
k79_30932	3.50476
k79_17462	4.11927
k79_12939	8.91111
k79_8125	3.31008
k79_30933	7.71111
k79_12940	2.75122
k79_17463	5.5794
k79_8126	6.23824
k79_30934	6.58889
k79_12941	4.13109
k79_8127	5.10363
k79_17464	7.78333
k79_12942	6.14744
k79_30935	9.13838
k79_36103	5.14648
k79_17465	6.02979
k79_30936	5.36785
k79_30937	3.9816
k79_36104	6.88038
k79_30938	4.19835
k79_36105	4.875
k79_12943	9.13996
k79_30939	3.11765
k79_17466	5.58514
k79_36106	11.2055
k79_30940	2.90625
k79_12944	5.35714
k79_17467	4.82353
k79_12945	8.32558
k79_36107	8.50174
k79_30941	4.97409
k79_36108	9.15385
k79_12946	4.0
k79_30942	2.19209
k79_17468	4.66384
k79_22109	5.25682
k79_36109	7.56299
k79_17469	2.73514
k79_22110	3.78799
k79_36110	3.18327
k79_17470	4.02924
k79_36111	3.61076
k79_36112	8.70492
k79_22111	8.69582
k79_36113	3.35644
k79_22112	5.18
k79_17471	5.56081
k79_36114	21.7898
k79_22113	9.52414
k79_17472	10.7349
k79_22114	10.3982
k79_36115	6.17845
k79_17473	6.67925
k79_22115	6.89423
k79_36116	8.82143
k79_17474	9.44767
k79_22116	5.0339
k79_36117	4.65323
k79_17475	3.06627
k79_22117	5.4918
k79_36118	2.7156
k79_22118	4.38889
k79_17476	6.84746
k79_22119	3.3434
k79_36119	7.51271
k79_22120	6.6459
k79_17477	6.77116
k79_36120	4.03822
k79_17478	11.3571
k79_36121	5.7
k79_22121	3.41772
k79_17479	4.68468
k79_36122	6.39837
k79_8128	35.7254
k79_8129	12.4444
k79_17480	5.03736
k79_36123	7.87751
k79_8130	10.0753
k79_17481	2.07738
k79_36124	104.914
k79_8131	5.59172
k79_17482	7.17
k79_22122	5.23043
k79_36125	5.66
k79_26516	4.6087
k79_8132	6.4375
k79_22123	5.30573
k79_3583	6.54438
k79_26517	4.85593
k79_17483	8.80965
k79_3584	4.05128
k79_8133	7.22177
k79_17484	6.63964
k79_22124	4.23198
k79_3585	5.38722
k79_8134	10.6712
k79_26518	5.7689
k79_8135	2.5
k79_26519	5.58594
k79_17485	9.72222
k79_36126	4.50649
k79_22125	7.13474
k79_26520	4.01058
k79_8136	5.28383
k79_22126	5.81443
k79_3586	6.30469
k79_3587	2.28889
k79_26521	8.35231
k79_3588	9.10227
k79_17486	8.25163
k79_26522	7.0165
k79_8137	5.63191
k79_26523	5.50209
k79_8138	6.27778
k79_3589	4.34349
k79_17487	6.22452
k79_3590	4.95385
k79_3591	2.35789
k79_26524	3.98427
k79_8139	4.81647
k79_30943	7.83883
k79_26525	8.06557
k79_30944	2.96809
k79_3592	6.149
k79_8140	7.025
k79_30945	5.4386
k79_3593	4.79758
k79_30946	5.4709
k79_3594	3.00939
k79_30947	3.73099
k79_30948	2.82231
k79_30949	9.51366
k79_3595	15.8756
k79_17488	9.1971
k79_30950	3.37126
k79_3596	4.2021
k79_30951	3.34286
k79_17489	9.05603
k79_26526	8.31104
k79_30952	5.9
k79_3597	7.0
k79_26527	4.95706
k79_17490	15.5373
k79_3598	5.17447
k79_3599	3.46847
k79_26528	10.8906
k79_30953	9.81616
k79_17491	41.3835
k79_26529	6.27468
k79_17492	3.60606
k79_26530	6.81633
k79_17493	9.39716
k79_3600	6.01964
k79_12947	11.7712
k79_17494	7.51093
k79_12948	2.9489
k79_30954	11.4935
k79_17495	7.62963
k79_12949	4.21605
k79_17496	4.23364
k79_17497	5.09735
k79_12950	6.73893
k79_17498	5.56
k79_30955	6.1
k79_12951	6.31937
k79_36127	6.58261
k79_30956	5.4798
k79_12952	6.12957
k79_17499	4.16667
k79_36128	6.30137
k79_30957	4.23226
k79_36129	3.81111
k79_26531	3.52586
k79_30958	9.76208
k79_36130	2.55307
k79_26532	4.18293
k79_17500	6.11408
k79_30959	3.89474
k79_12953	6.21464
k79_17501	5.35461
k79_26533	4.24719
k79_30960	4.15116
k79_30961	4.75661
k79_36131	3.86436
k79_12954	5.19186
k79_30962	7.14286
k79_17502	6.73739
k79_12955	6.71324
k79_30963	4.53125
k79_36132	5.16331
k79_12956	4.4661
k79_8141	47.44
k79_17503	7.97406
k79_36133	5.29358
k79_12957	3.34746
k79_22127	10.0033
k79_17504	6.24719
k79_8142	5.50549
k79_8143	12.3438
k79_17505	3.45513
k79_12958	5.98394
k79_22128	7.20789
k79_12959	1.78947
k79_8144	6.97487
k79_17506	5.33937
k79_22129	4.00746
k79_36134	4.26767
k79_8145	4.81522
k79_12960	4.19355
k79_22130	5.46711
k79_8146	6.528
k79_26534	10.7693
k79_12961	5.93382
k79_36135	9.63461
k79_22131	6.74194
k79_17507	32.6486
k79_26535	7.87692
k79_36136	2.87387
k79_12962	5.59494
k79_22132	6.87879
k79_8147	3.14153
k79_26536	6.49772
k79_22133	13.1602
k79_36137	4.7191
k79_8148	4.01961
k79_26537	3.5875
k79_8149	3.16807
k79_36138	6.71078
k79_36139	5.36649
k79_12963	5.77934
k79_26538	4.25656
k79_8150	4.5731
k79_22134	5.42647
k79_12964	3.41221
k79_30964	8.45155
k79_36140	7.94686
k79_26539	10.4674
k79_8151	4.58889
k79_30965	3.27778
k79_12965	3.03093
k79_36141	2.632
k79_8152	8.46766
k79_26540	6.27962
k79_22135	7.29257
k79_30966	5.93846
k79_12966	12.125
k79_17508	7.0146
k79_36142	3.32727
k79_8153	6.36842
k79_36143	4.43564
k79_26541	3.17358
k79_22136	7.27099
k79_30967	4.58755
k79_17509	6.88973
k79_36144	5.05556
k79_12967	7.98104
k79_8154	2.84397
k79_26542	2.088
k79_22137	10.3962
k79_30968	4.70161
k79_26543	6.69784
k79_30969	3.55056
k79_36145	5.4
k79_8155	5.63448
k79_30970	5.50893
k79_36146	7.61972
k79_22138	9.95319
k79_12968	5.19255
k79_30971	7.68153
k79_8156	5.14881
k79_22139	2.71875
k79_36147	7.57843
k79_30972	5.64327
k79_12969	6.5272
k79_36148	3.0283
k79_22140	2.09459
k79_12970	3.83333
k79_22141	3.36697
k79_36149	5.53631
k79_30973	3.97942
k79_12971	10.0327
k79_36150	2.95694
k79_12972	2.33613
k79_30974	6.84918
k79_36151	3.60736
k79_30975	4.3642
k79_36152	7.64789
k79_8157	44.6449
k79_3601	42.423
k79_8158	4.15723
k79_3602	3.66016
k79_8159	6.6129
k79_3603	5.03937
k79_36153	17.7482
k79_3604	5.72075
k79_12973	7.34345
k79_36154	3.99194
k79_3605	7.62992
k79_8160	6.90769
k79_12974	5.33333
k79_36155	9.85484
k79_12975	4.74468
k79_3606	3.52201
k79_8161	4.75649
k79_3607	5.31579
k79_8162	6.36508
k79_36156	6.91935
k79_12976	5.76101
k79_3608	4.91824
k79_8163	4.8764
k79_36157	6.42857
k79_12977	2.86395
k79_3609	3.96667
k79_12978	2.03297
k79_12979	4.58654
k79_36158	6.09774
k79_26544	7.85088
k79_12980	3.81884
k79_36159	5.8172
k79_26545	5.29915
k79_22142	45.2999
k79_12981	8.91667
k79_36160	6.5
k79_26546	3.39819
k79_22143	3.98876
k79_12982	3.45525
k79_26547	1.53642
k79_12983	2.1134
k79_26548	5.87748
k79_22144	9.24943
k79_12984	8.88112
k79_3610	23.0864
k79_22145	3.44022
k79_26549	7.46725
k79_36161	7.86281
k79_26550	5.55365
k79_12985	5.00777
k79_36162	2.3299
k79_22146	8.92553
k79_26551	4.39493
k79_12986	11.25
k79_36163	7.56738
k79_22147	4.13333
k79_36164	2.61792
k79_22148	25.8696
k79_26552	2.71864
k79_26553	7.81356
k79_22149	10.3412
k79_36165	6.1891
k79_26554	9.50877
k79_22150	6.88696
k79_36166	5.75
k79_26555	14.5244
k79_30976	6.79167
k79_30977	10.6491
k79_26556	9.34266
k79_30978	2.80952
k79_26557	5.26396
k79_12987	9.74682
k79_30979	2.30476
k79_12988	7.26552
k79_26558	9.69697
k79_30980	5.36364
k79_12989	3.61224
k79_30981	16.0112
k79_26559	6.16949
k79_12990	6.83766
k79_30982	9.17881
k79_36167	10.101
k79_12991	3.36697
k79_30983	4.7156
k79_36168	6.07937
k79_30984	5.76364
k79_36169	2.88889
k79_26560	5.75201
k79_12992	10.7557
k79_8164	5.88732
k79_26561	3.40594
k79_12993	12.9503
k79_12994	4.51754
k79_26562	8.97569
k79_36170	17.9869
k79_12995	10.6538
k79_26563	2.54777
k79_8165	10.117
k79_12996	5.0625
k79_26564	4.15556
k79_12997	7.59639
k79_8166	8.56936
k79_26565	4.42105
k79_12998	5.625
k79_26566	6.49112
k79_26567	4.77869
k79_12999	7.01379
k79_8167	5.05426
k79_26568	8.38776
k79_36171	8.58531
k79_13000	8.08654
k79_36172	4.30894
k79_13001	5.59259
k79_36173	6.85156
k79_8168	10.8521
k79_30985	4.54098
k79_36174	9.7094
k79_8169	2.63736
k79_30986	7.60112
k79_30987	5.87903
k79_26569	71.551
k79_8170	3.3856
k79_22151	7.23958
k79_36175	4.91477
k79_26570	5.0262
k79_22152	3.98246
k79_8171	4.27419
k79_36176	15.0323
k79_22153	4.1716
k79_26571	3.22837
k79_8172	2.79443
k79_22154	3.27928
k79_36177	4.25568
k79_8173	3.24409
k79_26572	5.90291
k79_22155	4.73
k79_26573	3.87861
k79_36178	7.50962
k79_26574	6.20657
k79_26575	4.24096
k79_36179	5.14664
k79_26576	2.47407
k79_8174	9.65342
k79_36180	6.52695
k79_26577	4.7809
k79_36181	4.39877
k79_36182	3.91908
k79_8175	3.87037
k79_26578	5.75265
k79_22156	15.3153
k79_8176	4.15789
k79_36183	62.1145
k79_26579	4.70068
k79_8177	2.58219
k79_26580	2.69697
k79_8178	5.21053
k79_36184	7.27378
k79_26581	5.7697
k79_36185	5.73874
k79_22157	7.53882
k79_8179	6.57143
k79_22158	13.4162
k79_17510	3.77479
k79_8180	4.31879
k79_22159	6.11333
k79_26582	12.3386
k79_8181	5.82222
k79_17511	6.30841
k79_22160	27.5632
k79_26583	5.18644
k79_36186	8.72823
k79_17512	3.64486
k79_8182	5.97
k79_26584	6.12403
k79_36187	3.74747
k79_17513	7.15672
k79_8183	3.46018
k79_22161	4.31595
k79_36188	10.773
k79_26585	2.75258
k79_22162	4.87037
k79_8184	3.85526
k79_36189	6.02083
k79_26586	3.27723
k79_22163	4.20879
k79_8185	7.6443
k79_17514	4.94639
k79_36190	5.63786
k79_22164	8.84049
k79_8186	5.36434
k79_17515	11.0952
k79_36191	4.30612
k79_26587	5.9549
k79_8187	7.83562
k79_22165	3.19844
k79_17516	4.15436
k79_26588	8.54545
k79_8188	4.23288
k79_36192	5.27778
k79_30988	5.14894
k79_17517	4.30357
k79_13002	6.34815
k79_26589	9.46154
k79_36193	2.97196
k79_8189	3.77741
k79_26590	6.11111
k79_36194	4.35294
k79_36195	6.36697
k79_26591	3.62044
k79_8190	12.1661
k79_36196	28.6256
k79_8191	5.62308
k79_36197	5.90638
k79_8192	6.18254
k79_36198	3.4031
k79_13003	7.64315
k79_36199	4.84848
k79_26592	19.1354
k79_8193	5.54321
k79_8194	9.9375
k79_36200	5.80711
k79_26593	3.53962
k79_13004	14.7039
k79_36201	4.24762
k79_26594	2.11628
k79_13005	7.34848
k79_26595	6.11765
k79_8195	3.52101
k79_13006	5.97802
k79_26596	6.66142
k79_8196	6.91304
k79_36202	6.5998
k79_13007	3.57241
k79_36203	4.65217
k79_8197	4.64637
k79_8198	5.96809
k79_36204	7.3694
k79_13008	11.6609
k79_36205	6.58915
k79_13009	9.12308
k79_13010	3.75229
k79_13011	5.31875
k79_8199	3.72112
k79_3611	44.8598
k79_36206	8.86717
k79_13012	3.51835
k79_3612	3.65455
k79_8200	7.84681
k79_36207	5.86441
k79_17518	10.0337
k79_8201	12.9714
k79_36208	6.80374
k79_17519	2.88667
k79_8202	4.46729
k79_36209	2.56757
k79_8203	3.5098
k79_3613	23.5367
k79_17520	6.17677
k79_30989	5.1794
k79_26597	18.9599
k79_17521	1.83436
k79_36210	8.95333
k79_26598	6.54902
k79_3614	4.83511
k79_30990	66.183
k79_17522	4.51111
k79_36211	6.17544
k79_26599	5.73367
k79_17523	5.10112
k79_3615	4.46341
k79_30991	7.70744
k79_3616	4.45483
k79_36212	4.53407
k79_17524	5.50294
k79_30992	3.95855
k79_3617	8.99259
k79_36213	2.84615
k79_26600	7.13915
k79_17525	2.53846
k79_3618	2.43333
k79_36214	3.27778
k79_30993	4.47451
k79_8204	8.1727
k79_17526	12.9975
k79_8205	2.81081
k79_26601	6.85507
k79_8206	2.52688
k79_30994	6.92715
k79_26602	4.02362
k79_3619	8.80211
k79_36215	4.22636
k79_3620	4.85714
k79_26603	6.38824
k79_3621	5.52747
k79_26604	4.89189
k79_30995	7.07525
k79_22166	4.936
k79_22167	3.73874
k79_3622	7.14555
k79_17527	6.24873
k79_26605	2.94444
k79_30996	4.98214
k79_3623	3.13187
k79_22168	4.43137
k79_30997	3.90323
k79_26606	5.44848
k79_17528	4.27985
k79_22169	5.55645
k79_26607	11.9091
k79_3624	4.0137
k79_17529	3.66667
k79_26608	3.7732
k79_30998	7.45405
k79_17530	2.40741
k79_3625	8.08407
k79_22170	4.2114
k79_17531	3.07627
k79_30999	6.8494
k79_26609	6.40407
k79_3626	8.97959
k79_17532	5.22302
k79_3627	4.63866
k79_26610	4.66883
k79_31000	4.72826
k79_3628	4.39815
k79_31001	8.19331
k79_17533	5.47923
k79_26611	6.39467
k79_17534	6.30702
k79_31002	8.87919
k79_22171	9.17701
k79_26612	3.24096
k79_31003	3.86014
k79_22172	2.44928
k79_26613	4.73214
k79_17535	6.64033
k79_31004	6.51807
k79_26614	4.11538
k79_22173	3.66239
k79_17536	4.26012
k79_31005	8.75595
k79_26615	2.78218
k79_17537	5.82292
k79_22174	2.89109
k79_3629	11.7086
k79_26616	4.02463
k79_13013	4.12587
k79_3630	2.95833
k79_31006	6.74687
k79_22175	5.57143
k79_17538	8.14337
k79_22176	3.45062
k79_17539	7.37313
k79_31007	7.06926
k79_26617	6.25647
k79_3631	4.55402
k79_13014	4.93289
k79_22177	12.569
k79_31008	2.4
k79_26618	2.92982
k79_31009	5.19444
k79_22178	5.75188
k79_17540	2.41576
k79_26619	3.36301
k79_13015	5.63452
k79_36216	6.34239
k79_31010	5.42188
k79_22179	2.7
k79_36217	5.31624
k79_17541	5.35652
k79_3632	4.7621
k79_31011	3.24242
k79_3633	2.12632
k79_17542	5.14894
k79_13016	10.1705
k79_26620	6.83085
k79_8207	2.85535
k79_36218	13.0996
k79_3634	2.9646
k79_22180	7.95708
k79_8208	24.7521
k79_17543	3.60435
k79_36219	12.2636
k79_13017	7.92547
k79_8209	4.9798
k79_3635	5.08911
k79_36220	6.47899
k79_17544	6.33878
k79_26621	4.36299
k79_36221	15.1176
k79_13018	5.61765
k79_17545	13.0229
k79_36222	6.19708
k79_8210	5.57876
k79_17546	4.33562
k79_26622	7.7453
k79_13019	9.21311
k79_17547	4.14024
k79_26623	8.69444
k79_8211	3.88482
k79_26624	5.91732
k79_8212	5.76804
k79_26625	2.64848
k79_8213	4.17054
k79_26626	6.85427
k79_8214	6.45146
k79_22181	7.16272
k79_26627	4.86869
k79_8215	7.41048
k79_22182	4.19487
k79_22183	2.45161
k79_13020	33.1343
k79_8216	6.40391
k79_26628	6.24958
k79_13021	4.22535
k79_36223	60.3461
k79_3636	60.5657
k79_17548	11.808
k79_22184	9.878
k79_13022	4.78903
k79_3637	6.25556
k79_31012	5.17073
k79_17549	7.43295
k79_22185	6.79358
k79_26629	4.93289
k79_3638	5.44314
k79_36224	5.17322
k79_31013	10.5815
k79_17550	5.97235
k79_22186	6.21901
k79_17551	6.44792
k79_31014	4.77181
k79_13023	5.57186
k79_22187	7.6036
k79_3639	6.24211
k79_17552	4.65789
k79_36225	5.47321
k79_26630	5.93274
