contigs	predictions
k79_71505	2;976;200643;171549;815;909656;821
k79_34519	
k79_95355	2;976;200643;171549
k79_34520	2;1239;186801;3085636;186803;2316020;33039;657313
k79_83787	2;1239;186801;3085636;186803;572511;418240;1121115
k79_10925	2;976;200643;171549;2005525;375288;823
k79_71506	2;976;200643;171549;815;816;674529
k79_95356	
k79_34521	2;1239;186801;3085636;186803;207244;649756
k79_10926	2;1239;186801;186802;186806;1730;39496
k79_83788	
k79_95357	2;976
k79_34522	2;1239;186801;3085636;186803;572511;418240;1121115
k79_10927	2;1239;186801;3085636;186803;572511
k79_95358	2;976;200643;171549;815;816
k79_83789	2;1239;186801;3085636;186803;572511;418240;1121115
k79_34523	
k79_10928	
k79_34524	2;1239;186801;3085636;186803;841;166486;718255
k79_34525	2;1239;909932;1843488;909930;33024;33025
k79_83790	
k79_34526	
k79_10929	2;976;200643;171549;815;816;820
k79_10930	
k79_34527	2;1239;186801;186802;216572;216851;2929493
k79_83791	2
k79_95359	
k79_34528	
k79_83792	
k79_23128	2;74201;203494;48461;1647988;239934;239935
k79_34529	2;1239;186801;3085636;186803;2316020;33039;657313
k79_23129	2;1239;186801;186802;216572;216851;853
k79_95360	
k79_83793	2;1239;186801;3085636;186803;2944198;2763667
k79_23130	
k79_34530	2;1239;186801;3085636;186803;1766253;39491
k79_83794	2;1239;186801;3085636;186803;2569097;39488
k79_95361	2;1239;186801;186802;216572;216851;853
k79_23131	2;1239;186801;3085636;186803;207244;649756
k79_83795	
k79_95362	2;1239;186801;3085636;186803;2316020;46228;471875
k79_23132	2;74201;203494;48461;1647988;239934;239935
k79_95363	2;976;200643;171549;815;816;28111
k79_83796	
k79_34531	2;976;200643;171549;815;909656;821
k79_23133	
k79_59914	
k79_23134	2;1239;186801;3085636;186803;2316020;33039
k79_83797	2;976;200643;171549;2005525;375288
k79_59915	
k79_34532	2;976;200643;171549;815;909656;821
k79_83798	
k79_47460	2;1239;909932;1843488;909930;33024;33025
k79_23135	
k79_59916	2;1239;186801;3085636;186803;572511;89014
k79_83799	2;1239;186801;3085636;186803;2316020;33039;657313
k79_47461	2;1239;186801;3085636;186803;1766253;39491
k79_83800	2;1239;186801;3085636;186803;841;2763062
k79_59917	2;1239;186801;3085636;186803;1766253;39491;657317
k79_47462	2;1239;186801;3085636;186803;207244;649756
k79_59918	2;1239;186801;3085636;186803
k79_47463	
k79_59919	2;1239;186801;186802;186806;1730;39496
k79_59920	2;1239;186801;3085636;186803;189330;88431
k79_23136	2;976;200643;171549;2005525;375288;2951805
k79_59921	2;976;200643;171549;815;816;820
k79_23137	
k79_23138	
k79_59922	2;1239;186801;186802;216572;1263;2608920
k79_59923	2;976;200643;171549;171552;2974251;165179
k79_47464	2;1239;526524;526525;2810280;2678885;1982626
k79_47465	2;1239;186801;3085636;186803;1766253;39491
k79_71507	
k79_47466	2;976;200643;171549;815;816;818
k79_47467	
k79_59924	2;1239;186801;3085636;186803;207244;649756;649757
k79_34533	2;1239;186801;186802;216572;1263;2608920
k79_47468	2;201174;1760;85004;31953;196082;78258;864564
k79_59925	2;976;200643;171549;815;816;820
k79_83801	2;1239;186801;3085636;186803;841;301301
k79_34534	
k79_47469	2;976;200643;171549;2005525;375288
k79_83802	
k79_47470	2;1239;186801;3085636;186803;1766253;39491
k79_59926	2;1239;909932;1843488;909930;33024;33025
k79_23139	2;976;117743;200644;49546;292691
k79_10931	2;976;200643;171549;815;816;28111
k79_83803	2;1239;186801;3085636;186803;1843210;1727145
k79_47471	2;1239;186801;186802;216572;2892396;2714353
k79_83804	2;976;200643;171549;2005525;375288;823
k79_47472	2;976;200643;171549;2005525;375288;823
k79_34535	2;1239;186801;3085636;186803;1766253;39491;657318
k79_47473	
k79_83805	2;1239;186801;3085636;186803;2316020;33039;657313
k79_59927	2;1239;186801;3085636;186803;207244;649756
k79_34536	2;1224;1236;135625;712;745;2827233
k79_83806	2;1239;186801;3085636;186803;189330;39486
k79_47474	
k79_10932	
k79_47475	2;1239;526524;526525;2810280;2678885;1982626
k79_59928	
k79_23140	
k79_47476	
k79_83807	2;1239;186801;3085636;186803;1506553;29347
k79_10933	2;976;200643;171549;815;816;820
k79_95364	2;201174;1760;85004;31953;1678;216816
k79_23141	2;1239;186801;3085636;186803;2316020;33039;657313
k79_10934	
k79_95365	2;976;200643;171549;815;909656;821
k79_83808	2;1239;186801;3085636;186803;248744;168384;478749
k79_10935	
k79_95366	
k79_83809	
k79_10936	2;1239;186801;3085636;186803;189330;39486
k79_95367	
k79_83810	
k79_10937	2;1239;186801;3085636;186803;572511;2479767
k79_83811	2;1239;186801;186802;216572;216851;853;718252
k79_23142	2;1239;186801;3085636;186803;1766253;39491
k79_10938	
k79_95368	
k79_23143	2;976;200643;171549;815;909656;821
k79_10939	2;1239;186801;3085636;186803;33042;410072
k79_95369	2;1239;186801;186802
k79_10940	2;1239;186801;3085636;186803;572511;418240;1121115
k79_23144	2;1239;186801;3085636;186803;2316020;46228;471875
k79_95370	2;1239;186801;3085636;186803;1766253;39491
k79_10941	2;1239;186801;186802;216572;1905344;1550024
k79_83812	2;1239;186801;3085636;186803;572511;418240;1121115
k79_83813	
k79_23145	2;1239;186801;186802;216572;1263;657323
k79_95371	
k79_95372	2;1239;909932;1843488;909930;33024;33025
k79_83814	2;1239;909932;1843488;909930;33024;33025
k79_95373	
k79_10942	2;1239;186801;3085636;186803;841;2763062
k79_83815	
k79_95374	
k79_23146	2;1239;186801;68295;186814;28895;1517
k79_83816	
k79_95375	
k79_23147	2;976;200643;171549;171552;2884814;2133944
k79_83817	
k79_23148	
k79_83818	2;976;200643;171549;815;816;674529
k79_95376	
k79_23149	2;1239;186801;3085636;186803;189330;39486
k79_23150	2;201174;1760;85004;31953;1678;1680
k79_10943	
k79_10944	2;1239;186801;3085636;186803;1766253;39491
k79_10945	2;1239;186801;3085636;186803;572511;40520;657314
k79_10946	
k79_23151	2;1239;186801;3085636;186803;572511;418240;1121115
k79_10947	2;1239;909932;1843488;909930;33024;33025
k79_23152	2;1239;186801;3085636;186803;1766253;39491;657317
k79_23153	2;1239;186801;3085636;186803;207244;649756;649757
k79_23154	2;1239;909932;1843488;909930;33024;33025
k79_10948	2;976;200643;171549;815;909656;821
k79_23155	2;976;200643;171549;815;909656;821
k79_10949	2;1239;186801;3085636;186803;207244;649756
k79_83819	2;1239;186801;186802;216572;1263;2608920
k79_47477	2;1239;186801;3085636;186803;189330;39486
k79_34537	
k79_47478	2;976;200643;171549;2005525;375288;823
k79_83820	
k79_47479	2;1239;186801;3085636;186803;1766253;39491
k79_83821	2;1239;186801;3085636;186803;207244;649756
k79_10950	2;1239;186801;3085636;186803;2944193;2763672
k79_34538	2;1239;186801;3085636;186803;1766253;39491
k79_47480	2;976;200643;171549;815;816;820
k79_34539	2;1239;186801;3085636;186803;2316020;33039;657313
k79_47481	2;976;200643;171549;815;816;817
k79_34540	
k79_47482	
k79_83822	2;976;200643;171549;815;909656;821
k79_34541	2;976;200643;171549;815;816;820
k79_83823	2;1239;186801;3085636;186803;189330;88431
k79_34542	
k79_59929	2;976;200643;171549;815;909656;821
k79_83824	2;1239;186801;186802;186806;1730;39496
k79_47483	2;1239;186801;186802;216572
k79_59930	2;1239;186801;186802;186806;1730;39496
k79_83825	2;1239;186801;186802;216572;1263;1160721
k79_10951	2;1239;186801;3085636;186803;841;301301
k79_47484	
k79_83826	2;1239;186801;186802;216572
k79_59931	
k79_10952	2;976;200643;171549;815;909656;387090
k79_47485	
k79_10953	2;1239;186801;3085636;186803
k79_47486	
k79_59932	
k79_10954	2;1239;186801;3085636;186803;2316020;33039
k79_83827	2;1239;186801;3085636;186803;1766253;39491
k79_10955	2;1239;186801;3085636;186803;2569097;39488
k79_59933	2;976;200643;171549;2005525;375288;2951805
k79_83828	2;976;200643;171549;2005525;375288;823
k79_59934	2;1239;186801;3085636;186803;1766253;39491
k79_71508	2;1239;909932;1843488;909930;904;187327
k79_10956	2;976;200643;171549;815;909656;821
k79_10957	2;1239;186801;3085636;186803;572511;418240;1121115
k79_47487	2;976;200643;171549;815;816;28111
k79_10958	
k79_47488	2;976;200643;171549;2005525;375288;46503
k79_71509	2;976;200643;171549;815;816
k79_47489	2;1239;186801;3085636;186803;2316020;46228;471875
k79_71510	
k79_71511	2;1239;186801;186802;186806;1730;39496
k79_47490	
k79_47491	2;976;117743;200644;49546;111500;2908843
k79_47492	2;1224;28211;204441;2844866;168934;2048283
k79_47493	
k79_71512	2;1239;526524;526525;2810280;2678885;1982626
k79_71513	2;1239;186801;3085636;186803;2569097;39488
k79_10959	
k79_71514	2;976;200643;171549;2005525;375288;823
k79_10960	2;1239;186801;3085636;186803;2316020;46228;471875
k79_47494	2;976;200643;171549;815;816;820
k79_10961	
k79_47495	2;1239;909932;1843488;909930;33024;33025
k79_59935	2;1239;526524;526525;2810280;2678885;1982626
k79_83829	2;1239;186801;3085636;186803;2569097;39488
k79_10962	2;1239;186801;3085636;186803;841;301301
k79_23156	2;1239;186801;3085636;186803;572511
k79_10963	2;1239;186801;3085636;186803;1766253;39491
k79_10964	2;1239;186801;3085636;186803;207244;649756
k79_83830	2;976;200643;171549;815;816;820
k79_23157	2;1239;186801;3085636;186803;2316020;46228;471875
k79_23158	
k79_83831	2;1239;186801;3085636;186803;1766253;39491
k79_10965	2;1239;186801;3085636;186803;1766253;39491
k79_83832	2;74201;203494;48461;1647988;239934;239935
k79_23159	2;1239;186801;3085636;186803;207244;649756
k79_10966	2;1239;186801;186802;216572;292632;214851
k79_83833	2;1239;186801;3085636;186803;33042;410072
k79_23160	2;1239;186801;3085636;186803;207244;649756;649757
k79_10967	2;1239;186801;186802;186806;1730;39496
k79_83834	
k79_23161	
k79_23162	
k79_83835	
k79_10968	
k79_83836	2;1239;186801;186802;216572;1263;657323
k79_23163	
k79_10969	2;1239;186801;186802;186806;1730;39496
k79_83837	2;1239;186801;186802;216572;1263;1160721
k79_23164	
k79_83838	2;1239;186801;3085636;186803;572511;40520;411459
k79_83839	2;976;200643;171549;815;909656;821
k79_23165	
k79_23166	
k79_10970	2;1239;91061;1385;186817;2675232;3070678
k79_23167	
k79_10971	2;976;200643;171549;1853231;283168;28118
k79_83840	
k79_83841	2;1239;909932;1843488;909930;33024;33025
k79_23168	2;976;200643;171549;815;816;820
k79_83842	2;1239;186801;3085636;186803;572511;418240;1121115
k79_23169	2;976;200643;171549;815;816;674529
k79_71515	
k79_34543	2157;28890;183925;2158;2159;2172;2173;420247
k79_95377	2;1239;186801;186802;216572;1263;1160721
k79_34544	2;1239;186801;186802;216572;216851;853
k79_10972	2;976;117743;200644
k79_95378	2157;28890;183925;2158;2159;2172;2173
k79_34545	
k79_34546	
k79_95379	2;1239;186801;3085636;186803;572511;418240;1121115
k79_10973	2;1239;91061;186826;81852;1350;53345
k79_34547	
k79_10974	2;1239;186801;3085636;186803;33042;410072
k79_47496	2;1239;186801;186802;216572;1263;657323
k79_34548	2;1239;186801;3085636;186803;207244;649756
k79_71516	2
k79_34549	
k79_10975	2;1239;186801;3085636;186803;33042;410072
k79_10976	2;976;200643;171549;815;909656;821
k79_34550	2;1239;186801;3085636;186803;189330;88431
k79_71517	2;1239;186801;186802;216572;1263;1160721
k79_34551	2;976;200643;171549;815;909656
k79_71518	
k79_47497	2;976;200643;171549;815;909656;821
k79_34552	2;976;200643;171549;2005525;375288
k79_47498	2;1239;186801;3085636;186803;2316020;33039;657313
k79_71519	
k79_34553	2;1239;186801;186802;216572;459786;2109687
k79_71520	2;1239;186801;3085636;186803;2569097;39488
k79_34554	
k79_47499	2;976;200643;171549;815;909656;821
k79_71521	
k79_10977	2;1239;186801;3085636;186803;1766253;39491
k79_10978	
k79_47500	2;976;200643;171549
k79_71522	
k79_10979	2;976;200643;171549;2005525;375288
k79_34555	2;1239;186801;3085636;186803;572511;418240;1121115
k79_34556	2;1239;186801;3085636;186803;2944193;2763672
k79_47501	
k79_71523	
k79_10980	2;1239;186801;3085636;186803;207244;649756
k79_47502	2;1239;186801;3085636;186803;2316020;33039;657313
k79_10981	2;1239;909932;1843488;909930;33024;33025
k79_34557	2;1239;909932;1843488;909930;33024;33025
k79_71524	2;1239;186801;186802;216572;1263;1160721
k79_34558	2;1239;186801;3085636;186803;2316020;33039;657313
k79_71525	2;1239;186801;3085636;186803;1766253;39491
k79_59936	2;976;200643;171549;815;816;817
k79_10982	2;1239;186801;3085636;186803;1766253;39491
k79_47503	
k79_34559	2;1239;186801;3085636;186803;207244;649756
k79_34560	
k79_10983	2;1239;186801;3085636;186803;572511;418240;1121115
k79_47504	
k79_71526	2;976;200643;171549;815;816;818
k79_59937	2;1239;186801;3085636;186803;1766253;39491
k79_71527	2;1239;526524;526525;2810280;2678885;1982626
k79_10984	2;1239;186801;3085636;186803;2316020;33039;657313
k79_59938	
k79_10985	
k79_59939	2;976;200643;171549;815;816;820
k79_10986	2;1239;186801;3085636;186803;2316020;33039;657313
k79_59940	
k79_59941	2;1239;186801;3085636;186803;28050;39485;515620
k79_47505	2;976;200643;171549;815;816;820
k79_47506	
k79_59942	2;1239;186801;3085636;186803;2719231;29375
k79_71528	2;976;200643;171549;815;816;162156
k79_59943	
k79_47507	2;976;200643;171549;2005525;375288;823
k79_59944	2;976;200643;171549
k79_71529	
k79_59945	
k79_23170	2;1239;186801;3085636;186803;33042;410072
k79_59946	
k79_47508	2;976;200643;171549;815;909656;821
k79_83843	2;1239;91061;1385;186822;44249;1338368
k79_59947	
k79_10987	
k79_23171	2;1239;909932;1843488;909930;33024;33025
k79_59948	2;976;200643;171549;2005525;375288;823
k79_83844	2;976;200643;171549;815;909656;821
k79_59949	
k79_10988	2;1239;91061;1385;186818;1569;2810514
k79_10989	2;976;200643;171549;2005525;375288;823
k79_10990	
k79_59950	
k79_23172	
k79_83845	2;976
k79_10991	
k79_23173	2;1239;186801;3085636;186803;2569097;39488
k79_83846	2;1239;186801;186802;216572;216851;411483
k79_23174	2;1239;909932;1843488;909930;33024;33025
k79_10992	2;976;200643;171549;2005525;375288;823
k79_23175	
k79_95380	
k79_10993	2;976;200643;171549;815;816;818
k79_83847	2;1239;186801;3085636;186803;2316020;46228;471875
k79_23176	2;1239;186801;3085636;186803;572511;418240;1121115
k79_47509	
k79_95381	2;1239;186801
k79_10994	
k79_83848	
k79_23177	2;976;200643;171549;815;909656;821
k79_95382	2;1239;186801;3082720;186804;1870884;1496
k79_83849	2;976;200643;171549;2005525;375288;46503
k79_47510	2;976;200643;171549
k79_83850	2;1239;186801;3085636;186803;1766253;39491
k79_95383	2;1239;186801;186802;216572;1263;657323
k79_47511	2;1239;186801;186802;186806;1730;39496
k79_83851	
k79_95384	2;976;200643;171549;2005525;375288
k79_83852	2;1239;186801;186802;216572;1263;1160721
k79_95385	
k79_47512	2;1239;186801;3085636;186803;2316020;46228;471875
k79_23178	
k79_59951	2;1224;1236;135622;267890;22;2864206
k79_83853	2;1239;909932;1843488;909930;33024;33025
k79_95386	2;1239;186801;3085636;186803;572511;418240;1121115
k79_10995	2;1239;186801;3085636;186803;33042;751585
k79_23179	
k79_47513	
k79_59952	2;976;200643;171549;815;909656;821
k79_23180	2;1239;186801;3085636;186803;2569097;39488
k79_71530	2;1239;186801;3085636;186803;572511
k79_47514	2;976;200643;171549;2005525;375288;823
k79_59953	2;1239;186801;3085636;186803;33042;410072
k79_34561	2;1239;186801;186802;31979;1485;36839
k79_23181	2;1239;186801;3085636;186803;572511;418240;1121115
k79_34562	2;1239;186801;3085636;186803
k79_47515	
k79_71531	2
k79_34563	2;976;200643;171549;2005525;375288;823
k79_23182	2;1239;186801;186802;186806;1730;39496
k79_47516	2;1239;186801;3085636;186803;572511;418240;1121115
k79_34564	2;1239;186801;186802;186806;1730;39496
k79_23183	
k79_59954	
k79_47517	2;1239;186801;186802;216572;216851
k79_59955	2;976;200643;171549;815;909656;357276;997877
k79_23184	2;1239;186801;3085636;186803;2316020;33039;657313
k79_34565	2;1239;186801;186802;186806;1730;39496
k79_71532	
k79_71533	2;1239;909932;1843488;909930;33024;33025
k79_59956	2;1239;186801;3085636;186803;207244;649756
k79_23185	2;1239;186801;186802;216572;1263;1160721
k79_34566	2;1239;909932;1843488;909930;33024;33025
k79_59957	2;976;200643;171549;815;816
k79_71534	2;1239;186801;3085636;186803;2316020;33039;657313
k79_23186	2;1239;186801;3085636;186803;2316020;33039
k79_34567	2;1239;909932;1843488;909930;33024;33025
k79_59958	2;1239;186801;186802;186806;1730;39496
k79_71535	2;1239;186801;3085636;186803;207244;649756
k79_23187	
k79_59959	2;1239;186801;3085636;186803;189330;88431
k79_71536	2;1239;186801;3085636;186803;33042;410072
k79_34568	2;976;200643;171549;815;816;674529
k79_23188	
k79_59960	2;1239;186801;3085636;186803;572511;418240;1121115
k79_34569	
k79_71537	2;976;200643;171549;815;816;820
k79_23189	2;976;200643;171549;815;909656;821
k79_59961	
k79_23190	
k79_34570	2;976;200643;171549;815;909656;821
k79_59962	
k79_34571	2;1239;526524;526525;2810280;2678885;1982626
k79_59963	
k79_23191	2;1239;186801;3085636;186803;572511;418240;1121115
k79_34572	2;976;200643;171549;815;909656;821
k79_59964	
k79_71538	2;976;200643;171549;815;909656;821
k79_59965	2;1239;186801;3085636;186803;572511;2479767
k79_71539	2;976;200643;171549;2005525;375288;46503
k79_34573	
k79_23192	2;1239;186801;3085636;186803;572511;40520;657314
k79_34574	2;976;200643;171549;815;816
k79_23193	
k79_34575	2;1239;186801;3085636;186803;2316020;46228;471875
k79_34576	
k79_34577	2;1239;91061;1385;186822;44249
k79_34578	2;1239
k79_71540	2;1239;186801;186802;216572;216851;853;718252
k79_34579	
k79_71541	2;1239;186801;186802;186806;1730;39496
k79_34580	2;1239;186801;186802;216572;216851;2929489
k79_71542	2;1239;186801
k79_34581	2;1239;186801;3085636;186803;1766253;39491
k79_71543	2;1239;186801;186802;186806;1730;39496
k79_10996	2157;28890;183925;2158;2159;2172;2173;420247
k79_95387	2;1239;186801;3085636;186803;2569097;39488
k79_23194	2;1783272
k79_95388	2;976;200643;171549;815;909656;821
k79_23195	2;1239;186801;3085636;186803;33042;410072
k79_47518	2;976;200643;171549;815;816;820
k79_95389	
k79_23196	2;976;200643;171549;815;816;820
k79_47519	2;1239;186801;3085636;186803;2316020;46228;471875
k79_23197	2;1239;186801;3085636;186803;2316020;33039;657313
k79_71544	2;1239;526524;526525;2810280;2678885;1982626
k79_47520	
k79_95390	
k79_23198	2;1239;186801;3085636;186803;572511;418240;1121115
k79_71545	
k79_10997	2;74201;203494;48461;1647988;239934;239935
k79_95391	
k79_71546	
k79_95392	
k79_10998	2;1239;186801;186802;216572;216851;853
k79_95393	2;976;200643;171549;815;816
k79_10999	2;1239;186801;186802;186806;1730;39496
k79_23199	
k79_71547	2;976;200643;171549;2005525;375288
k79_95394	2;1239;186801;3085636;186803;2569097;39488
k79_11000	2;976;200643;171549;815;816;2715212
k79_71548	2;976;200643;171549;815;909656
k79_95395	2;976;200643;171549;2005525;375288;823
k79_23200	2;1239;186801;3085636;186803;572511;418240;1121115
k79_47521	2;976;200643;171549;815;816;820
k79_71549	2;1239;186801;3085636;186803;2316020;33039;657313
k79_47522	
k79_23201	2;1239;186801;3082720;186804;1870884;1496
k79_11001	2;1239;186801;3085636;186803;572511;418240;1121115
k79_47523	2;1239;186801;3085636;186803;33042;410072
k79_23202	2;1239;186801;3085636;186803;572511;418240;1121115
k79_11002	
k79_23203	
k79_47524	
k79_71550	2;1239;186801;3085636;186803;2316020;33039
k79_95396	2;976;200643;171549;815;909656;387090
k79_71551	
k79_23204	2;1239;186801;3085636;186803;207244;649756
k79_71552	2;976;200643;171549;815;816;28111
k79_23205	2;976;200643;171549;2005525;375288;823
k79_59966	2157;28890;183925;2158;2159;2172;2173;420247
k79_11003	2;1239;186801;3085636;186803;2944193;2763672
k79_71553	2;1239;186801;186802;216572;216851
k79_59967	
k79_47525	2;1239;186801;3085636;186803;1766253;39491
k79_34582	2;976;200643;171549;815;909656;821
k79_59968	
k79_71554	2;1239;186801;3085636;186803;1766253;39491;657318
k79_34583	
k79_71555	2;1239;186801;3085636;186803;2569097;39488
k79_59969	
k79_47526	
k79_23206	2;1239;186801;3085636;186803;207244;649756
k79_95397	2
k79_59970	2;1239;186801;186802;186806;1730;39496
k79_95398	2;976;200643;171549;2005525;375288
k79_47527	
k79_59971	2;976;200643;171549;2005525;375288;46503
k79_34584	
k79_23207	2;1239;186801;3085636;186803;2569097;39488
k79_71556	2;1239;186801;3085636;186803;1766253;39491
k79_95399	
k79_59972	2;976;200643;171549;2005525;375288;823
k79_47528	2;74201;203494;48461;1647988;239934;239935
k79_34585	2;1239;186801;186802;186806;1730;39496
k79_71557	
k79_95400	2;976;200643;171549;815;816;820
k79_59973	2;1239;186801;3085636;186803;2569097;39488
k79_23208	2;1239;186801;186802;216572;1263;2608920
k79_47529	
k79_95401	2;976;200643;171549;815;909656
k79_71558	2;1239;909932;1843488;909930;33024;33025
k79_95402	
k79_34586	2;74201;203494;48461;1647988;239934;239935
k79_47530	2;1239;186801;3085636;186803;1766253;39491
k79_71559	2;1239;186801;3085636;186803;33042;410072
k79_59974	2;976;200643;171549;815;816
k79_34587	2;976;200643;171549;2005525;375288
k79_59975	2;976;200643;171549;2005525;375288
k79_23209	2;976;200643;171549;815;816;820
k79_71560	2;976;117743;200644;49546;237
k79_34588	2;1239;186801;186802;216572;216851
k79_95403	2;976;200643;171549;815;909656;821
k79_23210	
k79_71561	2;976;200643;171549;815
k79_34589	
k79_23211	2;1239;186801;3085636;186803;189330;88431
k79_71562	2;1239;186801;3085636;186803;1766253;39491
k79_47531	2;1239;186801;3085636;186803;2316020;46228;471875
k79_34590	2;976;200643;171549;2005525;375288;823
k79_95404	2;976;200643;171549;2005525;375288;823
k79_71563	2;1239;186801;3085636;186803;2316020;46228;471875
k79_23212	2;1239;186801;3085636;186803;2316020;33039;657313
k79_34591	2;1239;186801;3085636;186803;207244;649756
k79_71564	2;976;200643;171549;815;909656;821
k79_47532	2;1239;186801;3085636;186803;207244;649756
k79_23213	2;1239;186801;3085636;186803;572511
k79_34592	
k79_71565	2;1239;186801;3085636;186803;1766253;39491
k79_47533	2;1239;186801;3085636;186803;33042;410072
k79_23214	2;976;200643;171549;815;816
k79_59976	2;1239;526524;526525;2810280;2678885;1982626
k79_47534	2;976;200643;171549;2005525;375288
k79_71566	2;1239;186801;3085636;186803;572511;2479767
k79_23215	
k79_11004	2;1224;28211;204455;31989;2738399;2997337
k79_71567	2;1239;186801;3085636;186803;1766253;39491;657317
k79_59977	2;1239;186801;3085636;186803;2569097;39488
k79_23216	2;1239;186801;3085636;186803;1766253;39491;657318
k79_59978	2;1239;186801;3085636;186803;189330;88431
k79_11005	2;74201;203494;48461;1647988;239934;239935
k79_34593	2;1239;186801;3085636;186803;572511;418240;1121115
k79_71568	2;1239;186801;186802;216572;1263;1160721
k79_59979	
k79_83854	
k79_47535	2;1239;186801;3085636;186803;1766253;39491;657318
k79_23217	2;976;200643;171549;815;909656;821
k79_34594	2;976;200643;171549;2005525;375288;823
k79_59980	
k79_83855	
k79_11006	2;1239;186801;3085636;186803;207244;649756
k79_59981	
k79_23218	2;976;200643;171549;2005525;375288;46503
k79_83856	2;74201;203494;48461;1647988;239934;239935
k79_47536	2;1239;186801;186802;186806;1730;39496
k79_11007	2;1239;186801;3085636;186803;33042;410072
k79_83857	2
k79_59982	2;1239;186801;186802;216572;1263;1160721
k79_83858	
k79_47537	2;1239;186801;186802;216572;2892397;2714358
k79_11008	2;1239;186801;3085636;186803;572511;418240;1121115
k79_59983	2;976;200643;171549;171550;239759;2585118
k79_47538	2;976;200643;171549;815;909656;821
k79_83859	2;1239;186801;3085636;186803;1766253;39491;657317
k79_59984	2;1239;186801;3085636;186803;33042;410072
k79_47539	2;1239;186801;3085636;186803
k79_11009	2;976;200643;171549;815;909656;821
k79_23219	2
k79_47540	2;1239;186801;3085636;186803;2569097;39488
k79_59985	2;1239;186801;3085636;186803;2316020;33039;657313
k79_23220	
k79_47541	2;976;200643;171549;815;909656;821
k79_11010	2;976;200643;171549;815;909656;821
k79_59986	
k79_23221	2;74201;203494;48461;1647988;239934;239935
k79_83860	2;1239;186801;3085636;186803;1766253;39491;657318
k79_47542	2;74201;203494;48461;1647988;239934;239935
k79_59987	2;1239;909932;1843488;909930;33024;33025
k79_23222	2;1239;186801;186802;216572;2892396;2714353
k79_47543	2;1239;186801;3085636;186803;33042;410072
k79_47544	2;1239;186801;3085636;186803;2569097;39488
k79_83861	2;1239;186801;3085636;186803;33042;410072
k79_47545	
k79_83862	2;1239;186801;186802;216572
k79_34595	2;1239;186801;3085636;186803;1506553;29347
k79_83863	2;1239;186801;3085636;186803;572511;418240;1121115
k79_47546	2;74201;203494;48461;1647988;239934;239935
k79_34596	2;1239;186801;3085636;186803;2316020;46228;471875
k79_34597	
k79_47547	2;976;200643;171549;815;816;28111
k79_83864	2;1239;186801;3085636;186803;33042;410072
k79_34598	2;1239;186801;186802;216572;2892396
k79_47548	2;1239;186801;3085636;186803;2316020;33039;657313
k79_95405	
k79_59988	2;1239;186801;3085636;186803;841;2763062
k79_83865	2;976;200643;171549
k79_34599	2;976;200643;171549;815;816;820
k79_59989	
k79_47549	2;1239;186801;3085636;186803;2569097;39488
k79_34600	2;1239;186801;186802;216572;216851;853
k79_95406	2;1239;186801;3085636;186803;2316020;33039
k79_47550	
k79_83866	2;1239;186801;3085636;186803;207244;649756
k79_34601	
k79_95407	
k79_34602	2;1239;186801;3085636;186803;2316020;33039;657313
k79_47551	2;976;200643;171549;2005525;375288;823
k79_59990	2;1239;186801;3085636;186803;189330;88431
k79_59991	
k79_95408	2;1239;91061;186826;1300;1301
k79_47552	
k79_59992	2;1239;186801;186802;186806;1730;39496
k79_83867	2;1239;186801;3085636;186803;207244;649756
k79_95409	2;1239;186801;3085636;186803;2316020;33039
k79_47553	2;976;200643;171549;815;909656;821
k79_59993	2;976;200643;171549;2005525;375288;823
k79_47554	2;1239;186801;3085636;186803;2569097;39488
k79_95410	
k79_34603	2;976;200643;171549;815;909656;821
k79_95411	2;1239;186801;3085636;186803;572511
k79_47555	
k79_59994	2157;28890;183925;2158;2159;2172;2173
k79_95412	
k79_47556	
k79_34604	2;1239;186801;186802;186806;1730;39496
k79_59995	2;1239;186801;3085636;186803;2316020;33039;657313
k79_95413	
k79_59996	
k79_83868	2;1239;526524;526525;2810280;2678885;1982626
k79_95414	2;976;200643;171549;2005525;375288;46503
k79_34605	2;1239;186801;3085636;186803;33042;410072
k79_47557	2;1239;186801;3085636;186803;207244;649756;649757
k79_59997	2;976;200643;171549;815;909656;821
k79_47558	2;1239;186801;186802;216572;216851;853
k79_95415	2;976;200643;171549;815;816;820;997890
k79_59998	2;1239;186801;3085636;186803;2569097;39488
k79_47559	2;1239;186801;3085636;186803;33042;410072
k79_59999	
k79_47560	2;1239;186801;3085636;186803;207244;649756
k79_60000	2;1239;186801;3085636;186803;2316020;46228;471875
k79_11011	2;976;200643;171549;2005525;375288;46503
k79_71569	2;1239;186801;3085636;186803;2316020;46228;471875
k79_95416	
k79_60001	2;976;200643;171549;815;816
k79_47561	
k79_95417	2;1239;186801;3085636;186803;2316020;33038
k79_23223	2;976;200643;171549;815;816;674529
k79_11012	2;1239;186801;3085636;186803;572511;418240;1121115
k79_71570	2;976;200643;171549;815;816;28111
k79_47562	2;1239;186801;3085636;186803;2316020;33039
k79_60002	2;1239;186801;3085636;186803;841;166486;718255
k79_23224	
k79_95418	2;1239;186801;3085636;186803;2569097;39488
k79_47563	2;976;200643;171549;171550;239759;1288121
k79_47564	2;976;200643;171549;815;816
k79_23225	2;1239;186801;3085636;186803;572511;418240;1121115
k79_47565	
